,Geo_unit,Province,Type1,Type2,Geo_unit_full_name,Area,latitude,longitude
0,An Phú,An Giang Province,,District,"An Phú, An Giang Province, Vietnam",87 sq mi (226 km2),10.835033150000001,105.10358366559166
1,Châu Đốc city,An Giang Province,,District,"Châu Đốc city, An Giang Province, Vietnam",40.65 sq mi (105.29 km2),10.7101815,105.1188675
2,Châu Phú,An Giang Province,,District,"Châu Phú, An Giang Province, Vietnam",164 sq mi (426 km2),10.5719,105.16353267221714
3,Châu Thành,An Giang Province,,District,"Châu Thành, An Giang Province, Vietnam",131 sq mi (339 km2),10.4265225,105.2570148877678
4,Chợ Mới,An Giang Province,,District,"Chợ Mới, An Giang Province, Vietnam",234 sq mi (606 km2),10.4551289,105.47792757666878
5,Long Xuyên city,An Giang Province,,District,"Long Xuyên city, An Giang Province, Vietnam",106.87 km2(41.26 sq mi),10.37126705,105.41632998860955
6,Phú Tân,An Giang Province,,District,"Phú Tân, An Giang Province, Vietnam",164 sq mi (426 km2),10.67345185,105.27469839476157
7,Tân Châu town,An Giang Province,,District,"Tân Châu town, An Giang Province, Vietnam",67.83 sq mi (175.68 km2),10.81954085,105.18958053203748
8,Thoại Sơn,An Giang Province,,District,"Thoại Sơn, An Giang Province, Vietnam",176 sq mi (456 km2),10.2790119,105.26903595750751
9,Tịnh Biên,An Giang Province,,District,"Tịnh Biên, An Giang Province, Vietnam",130 sq mi (337 km2),10.55794285,104.99147363039481
10,Tri Tôn,An Giang Province,,District,"Tri Tôn, An Giang Province, Vietnam",231 sq mi (598 km2),10.4205235,105.0010215
11,Bà Rịa city,Bà Rịa–Vũng Tàu Province,,District,"Bà Rịa city, Bà Rịa–Vũng Tàu Province, Vietnam",91.46 km2(35.31 sq mi),10.4962696,107.1688433
12,Châu Đức,Bà Rịa–Vũng Tàu Province,,District,"Châu Đức, Bà Rịa–Vũng Tàu Province, Vietnam",163 sq mi (421 km2),10.6564461,107.26674688112058
13,Côn Đảo Island,Bà Rịa–Vũng Tàu Province,,District,"Côn Đảo Island, Bà Rịa–Vũng Tàu Province, Vietnam",76 km2(29 sq mi),8.7003427,106.60678547974496
14,Đất Đỏ,Bà Rịa–Vũng Tàu Province,,District,"Đất Đỏ, Bà Rịa–Vũng Tàu Province, Vietnam",70 sq mi (190 km2),10.4782145,107.31029222850674
15,Long Điền,Bà Rịa–Vũng Tàu Province,,District,"Long Điền, Bà Rịa–Vũng Tàu Province, Vietnam",30 sq mi (77 km2),10.4472691,107.2335413
16,Phú Mỹ town,Bà Rịa–Vũng Tàu Province,,District,"Phú Mỹ town, Bà Rịa–Vũng Tàu Province, Vietnam",128.90 sq mi (333.84 km2),10.5882274,107.0583976
17,Vũng Tàu city,Bà Rịa–Vũng Tàu Province,,District,"Vũng Tàu city, Bà Rịa–Vũng Tàu Province, Vietnam",54.5 sq mi (141.1 km2),10.3486485,107.0765028
18,Xuyên Mộc,Bà Rịa–Vũng Tàu Province,,District,"Xuyên Mộc, Bà Rịa–Vũng Tàu Province, Vietnam",248 sq mi (642 km2),10.62887875,107.4597486521942
19,Bắc Giang city,Bắc Giang Province,,District,"Bắc Giang city, Bắc Giang Province, Vietnam",66.7736 km2(25.7814 sq mi),21.2779313,106.1938814
20,Hiệp Hòa,Bắc Giang Province,,District,"Hiệp Hòa, Bắc Giang Province, Vietnam",78 sq mi (201 km2),21.32991605,105.9575883650223
21,Lạng Giang,Bắc Giang Province,,District,"Lạng Giang, Bắc Giang Province, Vietnam",95 sq mi (246 km2),21.364854800000003,106.24735243938937
22,Lục Nam,Bắc Giang Province,,District,"Lục Nam, Bắc Giang Province, Vietnam",231 sq mi (597 km2),21.2964328,106.410241
23,Lục Ngạn,Bắc Giang Province,,District,"Lục Ngạn, Bắc Giang Province, Vietnam","391 sq mi (1,012 km2)",21.436611300000003,106.6186217466625
24,Sơn Động,Bắc Giang Province,,District,"Sơn Động, Bắc Giang Province, Vietnam",326 sq mi (844 km2),21.3278292,106.89976893563899
25,Tân Yên,Bắc Giang Province,,District,"Tân Yên, Bắc Giang Province, Vietnam",78.6 sq mi (203.7 km2),21.387069,106.129314
26,Việt Yên,Bắc Giang Province,,District,"Việt Yên, Bắc Giang Province, Vietnam",66.2 sq mi (171.4 km2),21.2698367,106.08946596688463
27,Yên Dũng,Bắc Giang Province,,District,"Yên Dũng, Bắc Giang Province, Vietnam",82 sq mi (213 km2),21.20490835,106.24287470550965
28,Yên Thế,Bắc Giang Province,,District,"Yên Thế, Bắc Giang Province, Vietnam",116 sq mi (301 km2),21.52444285,106.10659369977785
29,Ba Bể,Bắc Kạn Province,,District,"Ba Bể, Bắc Kạn Province, Vietnam",262 sq mi (678 km2),22.397025499999998,105.71772153451676
30,Bắc Kạn city,Bắc Kạn Province,,District,"Bắc Kạn city, Bắc Kạn Province, Vietnam",137 km2(53 sq mi),22.1494915,105.837248
31,Bạch Thông,Bắc Kạn Province,,District,"Bạch Thông, Bắc Kạn Province, Vietnam",211 sq mi (546 km2),22.200976,105.93678006615112
32,Chợ Đồn,Bắc Kạn Province,,District,"Chợ Đồn, Bắc Kạn Province, Vietnam",353 sq mi (913 km2),22.18756805,105.57508747991447
33,Chợ Mới,Bắc Kạn Province,,District,"Chợ Mới, Bắc Kạn Province, Vietnam",234 sq mi (606 km2),21.8840316,105.7804567
34,Na Rì,Bắc Kạn Province,,District,"Na Rì, Bắc Kạn Province, Vietnam",322 sq mi (834 km2),22.162513,106.11240639085399
35,Ngân Sơn,Bắc Kạn Province,,District,"Ngân Sơn, Bắc Kạn Province, Vietnam",248.8 sq mi (644.4 km2),22.42949965,105.98710660413656
36,Pác Nặm,Bắc Kạn Province,,District,"Pác Nặm, Bắc Kạn Province, Vietnam",183 sq mi (474 km2),22.595599049999997,105.64843727707515
37,Bạc Liêu city,Bạc Liêu Province,,District,"Bạc Liêu city, Bạc Liêu Province, Vietnam",175.25 km2(67.66 sq mi),9.26795795,105.76545309174804
38,Đông Hải,Bạc Liêu Province,,District,"Đông Hải, Bạc Liêu Province, Vietnam",210 sq mi (550 km2),9.13613445,105.41782118439582
39,Giá Rai town,Bạc Liêu Province,,District,"Giá Rai town, Bạc Liêu Province, Vietnam",136.9381 sq mi (354.6681 km2),9.2396617,105.4140329
40,Hòa Bình,Bạc Liêu Province,,District,"Hòa Bình, Bạc Liêu Province, Vietnam",158.82 sq mi (411.33 km2),9.257278,105.62970132324044
41,Hồng Dân,Bạc Liêu Province,,District,"Hồng Dân, Bạc Liêu Province, Vietnam",164 sq mi (424 km2),9.50718175,105.43233682868161
42,Phước Long,Bạc Liêu Province,,District,"Phước Long, Bạc Liêu Province, Vietnam",156.3 sq mi (404.8 km2),9.4364984,105.4638192
43,Vĩnh Lợi,Bạc Liêu Province,,District,"Vĩnh Lợi, Bạc Liêu Province, Vietnam",252 sq mi (652 km2),9.34299255,105.73018197861018
44,Bắc Ninh city,Bắc Ninh Province,,District,"Bắc Ninh city, Bắc Ninh Province, Vietnam",82.60 km2(31.89 sq mi),21.17517535,106.0610916442505
45,Gia Bình,Bắc Ninh Province,,District,"Gia Bình, Bắc Ninh Province, Vietnam",42 sq mi (108 km2),21.0638566,106.20034615342385
46,Lương Tài,Bắc Ninh Province,,District,"Lương Tài, Bắc Ninh Province, Vietnam",39 sq mi (101 km2),21.02481855,106.24108574105982
47,Quế Võ,Bắc Ninh Province,,District,"Quế Võ, Bắc Ninh Province, Vietnam",66 sq mi (171 km2),21.14456845,106.19857935116873
48,Thuận Thành,Bắc Ninh Province,,District,"Thuận Thành, Bắc Ninh Province, Vietnam",46 sq mi (118 km2),21.0384562,106.07811573738266
49,Tiên Du,Bắc Ninh Province,,District,"Tiên Du, Bắc Ninh Province, Vietnam",42 sq mi (108 km2),21.1261625,106.02886736228719
50,Từ Sơn town,Bắc Ninh Province,,District,"Từ Sơn town, Bắc Ninh Province, Vietnam",24 sq mi (61 km2),21.1180903,105.95477416360376
51,Yên Phong,Bắc Ninh Province,,District,"Yên Phong, Bắc Ninh Province, Vietnam",44 sq mi (113 km2),21.213211049999998,105.97538017114249
52,Ba Tri,Bến Tre Province,,District,"Ba Tri, Bến Tre Province, Vietnam",136 sq mi (351 km2),10.073568,106.597831273281
53,Bến Tre city,Bến Tre Province,,District,"Bến Tre city, Bến Tre Province, Vietnam",71.11 km2(27.46 sq mi),10.237223,106.3811259494066
54,Bình Đại,Bến Tre Province,,District,"Bình Đại, Bến Tre Province, Vietnam",147 sq mi (381 km2),10.1831102,106.6947051
55,Châu Thành,Bến Tre Province,,District,"Châu Thành, Bến Tre Province, Vietnam",131 sq mi (339 km2),10.289204250000001,106.30085278329447
56,Chợ Lách,Bến Tre Province,,District,"Chợ Lách, Bến Tre Province, Vietnam",73 sq mi (189 km2),10.2230136,106.20493888887474
57,Giồng Trôm,Bến Tre Province,,District,"Giồng Trôm, Bến Tre Province, Vietnam",120 sq mi (311 km2),10.1519998,106.5050862
58,Mỏ Cày Bắc,Bến Tre Province,,District,"Mỏ Cày Bắc, Bến Tre Province, Vietnam",,10.1741396,106.29855559272056
59,Mỏ Cày Nam,Bến Tre Province,,District,"Mỏ Cày Nam, Bến Tre Province, Vietnam",,10.077717100000001,106.35337088810294
60,Thạnh Phú,Bến Tre Province,,District,"Thạnh Phú, Bến Tre Province, Vietnam",155 sq mi (401 km2),9.9320393,106.5600860265611
61,An Lão,Bình Định Province,,District,"An Lão, Bình Định Province, Vietnam",,14.5655964,108.7620084
62,An Nhơn town,Bình Định Province,,District,"An Nhơn town, Bình Định Province, Vietnam",292.6 km2(113.0 sq mi),13.8860254,109.1116945
63,Hoài Ân,Bình Định Province,,District,"Hoài Ân, Bình Định Province, Vietnam",745 km2(288 sq mi),14.346528,108.907238596789
64,Hoài Nhơn,Bình Định Province,,District,"Hoài Nhơn, Bình Định Province, Vietnam",414 km2(160 sq mi),14.514844400000001,109.01946834804599
65,Phù Cát,Bình Định Province,,District,"Phù Cát, Bình Định Province, Vietnam",680 km2(260 sq mi),14.061683500000001,109.0669996788363
66,Phù Mỹ,Bình Định Province,,District,"Phù Mỹ, Bình Định Province, Vietnam",550 km2(210 sq mi),14.24487345,109.10179494932542
67,Quy Nhơn city,Bình Định Province,,District,"Quy Nhơn city, Bình Định Province, Vietnam",284 km2(110 sq mi),13.75541885,109.16720101652481
68,Tây Sơn,Bình Định Province,,District,"Tây Sơn, Bình Định Province, Vietnam",690 km2(270 sq mi),13.9113472,108.809273
69,Tuy Phước,Bình Định Province,,District,"Tuy Phước, Bình Định Province, Vietnam",217 km2(84 sq mi),13.84289,109.16939146330336
70,Vân Canh,Bình Định Province,,District,"Vân Canh, Bình Định Province, Vietnam",800 km2(300 sq mi),13.6749805,108.95723272497106
71,Vĩnh Thạnh,Bình Định Province,,District,"Vĩnh Thạnh, Bình Định Province, Vietnam",160 sq mi (410 km2),14.2403925,108.74088477216137
72,Bắc Tân Uyên,Bình Dương Province,,District,"Bắc Tân Uyên, Bình Dương Province, Vietnam",154.78 sq mi (400.87 km2),11.138010300000001,106.86773242305533
73,Bàu Bàng,Bình Dương Province,,District,"Bàu Bàng, Bình Dương Province, Vietnam",130.949 sq mi (339.157 km2),11.271259,106.6275833640338
74,Bến Cát town,Bình Dương Province,,District,"Bến Cát town, Bình Dương Province, Vietnam",90.5 sq mi (234.4 km2),11.131155,106.60014811187845
75,Dầu Tiếng,Bình Dương Province,,District,"Dầu Tiếng, Bình Dương Province, Vietnam",280 sq mi (720 km2),11.3177393,106.44017083894468
76,Dĩ An town,Bình Dương Province,,District,"Dĩ An town, Bình Dương Province, Vietnam",60 km2(20 sq mi),,
77,Phú Giáo,Bình Dương Province,,District,"Phú Giáo, Bình Dương Province, Vietnam",209 sq mi (541 km2),11.3397343,106.75436033775114
78,Tân Uyên town,Bình Dương Province,,District,"Tân Uyên town, Bình Dương Province, Vietnam",74.3 sq mi (192.5 km2),11.0556581,106.7638722
79,Thủ Dầu Một city,Bình Dương Province,,District,"Thủ Dầu Một city, Bình Dương Province, Vietnam",118.67 km2(45.82 sq mi),10.9808435,106.6537483
80,Thuận An town,Bình Dương Province,,District,"Thuận An town, Bình Dương Province, Vietnam",32.3 sq mi (83.69 km2),,
81,Bình Long town,Bình Phước Province,,District,"Bình Long town, Bình Phước Province, Vietnam",48.76 sq mi (126.28 km2),11.6511751,106.6070795
82,Bù Đăng,Bình Phước Province,,District,"Bù Đăng, Bình Phước Province, Vietnam","575 sq mi (1,488 km2)",11.769667250000001,107.22300013319415
83,Bù Đốp,Bình Phước Province,,District,"Bù Đốp, Bình Phước Province, Vietnam",378 km2(146 sq mi),11.98229495,106.79692344327184
84,Bù Gia Mập,Bình Phước Province,,District,"Bù Gia Mập, Bình Phước Province, Vietnam",,,
85,Chơn Thành,Bình Phước Province,,District,"Chơn Thành, Bình Phước Province, Vietnam",160 sq mi (415 km2),11.48023515,106.66111883850678
86,Đồng Phú,Bình Phước Province,,District,"Đồng Phú, Bình Phước Province, Vietnam",359 sq mi (929 km2),11.4800732,107.0054153323505
87,Đồng Xoài city,Bình Phước Province,,District,"Đồng Xoài city, Bình Phước Province, Vietnam",168.47 km2(65.05 sq mi),11.5389583,106.9047378
88,Hớn Quản,Bình Phước Province,,District,"Hớn Quản, Bình Phước Province, Vietnam",256.3 sq mi (663.8 km2),11.626795999999999,106.69446027688105
89,Lộc Ninh,Bình Phước Province,,District,"Lộc Ninh, Bình Phước Province, Vietnam",333.20 sq mi (862.98 km2),11.823348,106.60522318915545
90,Phú Riềng,Bình Phước Province,,District,"Phú Riềng, Bình Phước Province, Vietnam",,11.738796,106.91364362914
91,Phước Long town,Bình Phước Province,,District,"Phước Long town, Bình Phước Province, Vietnam",45.88 sq mi (118.83 km2),11.8331069,106.9872889
92,Bắc Bình,Bình Thuận Province,,District,"Bắc Bình, Bình Thuận Province, Vietnam","417 sq mi (1,079 km2)",11.263696,108.35992032714009
93,Đức Linh,Bình Thuận Province,,District,"Đức Linh, Bình Thuận Province, Vietnam",207 sq mi (536 km2),11.194317,107.53421319937695
94,Hàm Tân,Bình Thuận Province,,District,"Hàm Tân, Bình Thuận Province, Vietnam",363 sq mi (941 km2),10.7437653,107.63356224337726
95,Hàm Thuận Bắc,Bình Thuận Province,,District,"Hàm Thuận Bắc, Bình Thuận Province, Vietnam","493 sq mi (1,277 km2)",11.1550595,108.10047235510345
96,Hàm Thuận Nam,Bình Thuận Province,,District,"Hàm Thuận Nam, Bình Thuận Province, Vietnam","406 sq mi (1,052 km2)",10.937785,107.95502443985637
97,La Gi town,Bình Thuận Province,,District,"La Gi town, Bình Thuận Province, Vietnam",182.82 km2(70.59 sq mi),10.6588219,107.7731192
98,Phan Thiết city,Bình Thuận Province,,District,"Phan Thiết city, Bình Thuận Province, Vietnam",206 km2(80 sq mi),10.931025,108.1014632
99,Phú Quý Island,Bình Thuận Province,,District,"Phú Quý Island, Bình Thuận Province, Vietnam",,10.52699485,108.94269608509018
100,Tánh Linh,Bình Thuận Province,,District,"Tánh Linh, Bình Thuận Province, Vietnam","453 sq mi (1,174 km2)",11.139417,107.68328102167416
101,Tuy Phong,Bình Thuận Province,,District,"Tuy Phong, Bình Thuận Province, Vietnam",292 sq mi (755 km2),11.3404663,108.74464221904033
102,Cà Mau city,Cà Mau Province,,District,"Cà Mau city, Cà Mau Province, Vietnam",250.3 km2(96.6 sq mi),9.1792215,105.1457909
103,Cái Nước,Cà Mau Province,,District,"Cái Nước, Cà Mau Province, Vietnam",395.14 km2(152.56 sq mi),9.0071307,105.0446044659271
104,Đầm Dơi,Cà Mau Province,,District,"Đầm Dơi, Cà Mau Province, Vietnam",307 sq mi (796 km2),8.9643102,105.24910917246
105,Năm Căn,Cà Mau Province,,District,"Năm Căn, Cà Mau Province, Vietnam",206 sq mi (533 km2),8.78167895,104.97673105416398
106,Ngọc Hiển,Cà Mau Province,,District,"Ngọc Hiển, Cà Mau Province, Vietnam",287 sq mi (743 km2),8.6786867,104.96033919775645
107,Phú Tân,Cà Mau Province,,District,"Phú Tân, Cà Mau Province, Vietnam",164 sq mi (426 km2),8.9405233,104.8934968
108,Thới Bình,Cà Mau Province,,District,"Thới Bình, Cà Mau Province, Vietnam",244 sq mi (631 km2),9.3802805,105.17174346298336
109,Trần Văn Thời,Cà Mau Province,,District,"Trần Văn Thời, Cà Mau Province, Vietnam",300 sq mi (700 km2),9.124149,104.93551487736838
110,U Minh,Cà Mau Province,,District,"U Minh, Cà Mau Province, Vietnam",295 sq mi (764 km2),9.37091615,104.9409964971228
111,Bình Thủy,Cần Thơ,Urban districts,District,"Bình Thủy, Cần Thơ, Vietnam",27 sq mi (69 km2),10.0604795,105.72081838521379
112,Cái Răng,Cần Thơ,Urban districts,District,"Cái Răng, Cần Thơ, Vietnam",24 sq mi (63 km2),10.1432988,105.5098384
113,Ninh Kiều,Cần Thơ,Urban districts,District,"Ninh Kiều, Cần Thơ, Vietnam",11.28 sq mi (29.22 km2),10.0365391,105.7897525
114,Ô Môn,Cần Thơ,Urban districts,District,"Ô Môn, Cần Thơ, Vietnam",49 sq mi (126 km2),,
115,Thốt Nốt,Cần Thơ,Urban districts,District,"Thốt Nốt, Cần Thơ, Vietnam",66 sq mi (171 km2),10.2603611,105.5302369
116,Cờ Đỏ,Cần Thơ,Rural districts,District,"Cờ Đỏ, Cần Thơ, Vietnam",156 sq mi (403 km2),10.0977215,105.4333258
117,Phong Điền,Cần Thơ,Rural districts,District,"Phong Điền, Cần Thơ, Vietnam",368 sq mi (954 km2),9.997528,105.667298
118,Thới Lai,Cần Thơ,Rural districts,District,"Thới Lai, Cần Thơ, Vietnam",98.71 sq mi (255.66 km2),10.0662528,105.5594511
119,Vĩnh Thạnh,Cần Thơ,Rural districts,District,"Vĩnh Thạnh, Cần Thơ, Vietnam",160 sq mi (410 km2),10.205986,105.35567762001949
120,Bảo Lạc,Cao Bằng Province,,District,"Bảo Lạc, Cao Bằng Province, Vietnam",355 sq mi (919 km2),22.87557375,105.7491573786354
121,Bảo Lâm,Cao Bằng Province,,District,"Bảo Lâm, Cao Bằng Province, Vietnam","563 sq mi (1,457 km2)",22.8807525,105.46724273046257
122,Cao Bằng city,Cao Bằng Province,,District,"Cao Bằng city, Cao Bằng Province, Vietnam",107.6281 km2(41.5554 sq mi),22.6574478,106.24638725114345
123,Hạ Lang,Cao Bằng Province,,District,"Hạ Lang, Cao Bằng Province, Vietnam",179 sq mi (463 km2),22.7125811,106.663947376492
124,Hà Quảng,Cao Bằng Province,,District,"Hà Quảng, Cao Bằng Province, Vietnam",313.11 sq mi (810.96 km2),22.89601835,106.11940330105318
125,Hòa An,Cao Bằng Province,,District,"Hòa An, Cao Bằng Province, Vietnam",,22.6880494,106.30634094667286
126,Nguyên Bình,Cao Bằng Province,,District,"Nguyên Bình, Cao Bằng Province, Vietnam",323 sq mi (837 km2),22.6485241,105.93902931488986
127,Quảng Hòa,Cao Bằng Province,,District,"Quảng Hòa, Cao Bằng Province, Vietnam",258.28 sq mi (668.95 km2),22.9012918,106.0770582
128,Thạch An,Cao Bằng Province,,District,"Thạch An, Cao Bằng Province, Vietnam",264 sq mi (683 km2),22.4803062,106.32251337364141
129,Thông Nông,Cao Bằng Province,,District,"Thông Nông, Cao Bằng Province, Vietnam",,22.8145058,105.96034691085329
130,Trà Lĩnh,Cao Bằng Province,,District,"Trà Lĩnh, Cao Bằng Province, Vietnam",,22.7945002,106.33157249884343
131,Trùng Khánh,Cao Bằng Province,,District,"Trùng Khánh, Cao Bằng Province, Vietnam",265.64 sq mi (688.01 km2),22.82640225,106.58275984788929
132,Cẩm Lệ,Đà Nẵng,Urban districts,District,"Cẩm Lệ, Đà Nẵng, Vietnam",,16.01724035,108.20327029459906
133,Hải Châu,Đà Nẵng,Urban districts,District,"Hải Châu, Đà Nẵng, Vietnam",8 sq mi (21 km2),16.06117575,108.22018583205755
134,Liên Chiểu,Đà Nẵng,Urban districts,District,"Liên Chiểu, Đà Nẵng, Vietnam",29 sq mi (76 km2),16.12039865,108.11299833301452
135,Ngũ Hành Sơn,Đà Nẵng,Urban districts,District,"Ngũ Hành Sơn, Đà Nẵng, Vietnam",14 sq mi (37 km2),16.00402,108.26277454198583
136,Sơn Trà,Đà Nẵng,Urban districts,District,"Sơn Trà, Đà Nẵng, Vietnam",20 sq mi (60 km2),16.103294599999998,108.26380150441778
137,Thanh Khê,Đà Nẵng,Urban districts,District,"Thanh Khê, Đà Nẵng, Vietnam",3 sq mi (9 km2),16.0565869,108.18532621067871
138,Hòa Vang,Đà Nẵng,Rural districts,District,"Hòa Vang, Đà Nẵng, Vietnam",273 sq mi (708 km2),16.0666484,107.9736637361818
139,Hoàng Sa Island,Đà Nẵng,Rural districts,District,"Hoàng Sa Island, Đà Nẵng, Vietnam",118 sq mi (305 km2),,
140,Buôn Đôn,Đắk Lắk Province,,District,"Buôn Đôn, Đắk Lắk Province, Vietnam",,12.878871100000001,107.71243574736462
141,Buôn Hồ town,Đắk Lắk Province,,District,"Buôn Hồ town, Đắk Lắk Province, Vietnam",282.06 km2(108.90 sq mi),12.9187424,108.2668299
142,Buôn Ma Thuột city,Đắk Lắk Province,,District,"Buôn Ma Thuột city, Đắk Lắk Province, Vietnam",377.18 km2(145.63 sq mi),12.6796827,108.0447368
143,Cư M'gar,Đắk Lắk Province,,District,"Cư M'gar, Đắk Lắk Province, Vietnam",317 sq mi (822 km2),12.895628599999998,108.07049553794454
144,Cư Kuin,Đắk Lắk Province,,District,"Cư Kuin, Đắk Lắk Province, Vietnam",111.3 sq mi (288.3 km2),12.576954350000001,108.1799375966441
145,Ea H'leo,Đắk Lắk Province,,District,"Ea H'leo, Đắk Lắk Province, Vietnam","514 sq mi (1,331 km2)",13.23196935,108.19922259424307
146,Ea Kar,Đắk Lắk Province,,District,"Ea Kar, Đắk Lắk Province, Vietnam","394 sq mi (1,021 km2)",12.8041381,108.50425736792246
147,Ea Súp,Đắk Lắk Province,,District,"Ea Súp, Đắk Lắk Province, Vietnam","680 sq mi (1,750 km2)",13.1801411,107.77097172597905
148,Krông Ana,Đắk Lắk Province,,District,"Krông Ana, Đắk Lắk Province, Vietnam",249 sq mi (645 km2),12.49502175,108.08037700427661
149,Krông Bông,Đắk Lắk Province,,District,"Krông Bông, Đắk Lắk Province, Vietnam","480 sq mi (1,250 km2)",12.45150995,108.48816610434992
150,Krông Buk,Đắk Lắk Province,,District,"Krông Buk, Đắk Lắk Province, Vietnam",138.5 sq mi (358.7 km2),12.7771833,108.3926168
151,Krông Năng,Đắk Lắk Province,,District,"Krông Năng, Đắk Lắk Province, Vietnam",,12.9938456,108.37948940861719
152,Krông Pắk,Đắk Lắk Province,,District,"Krông Pắk, Đắk Lắk Province, Vietnam",241 sq mi (623 km2),12.6874914,108.30641312776564
153,Lắk,Đắk Lắk Province,,District,"Lắk, Đắk Lắk Province, Vietnam","480 sq mi (1,250 km2)",12.3216805,108.22432346152027
154,M'Đrăk,Đắk Lắk Province,,District,"M'Đrăk, Đắk Lắk Province, Vietnam","520 sq mi (1,348 km2)",12.70303005,108.8324659984127
155,Cư Jút,Đắk Nông Province,,District,"Cư Jút, Đắk Nông Province, Vietnam",278 sq mi (719 km2),12.68082335,107.77078888113002
156,Đắk Glong,Đắk Nông Province,,District,"Đắk Glong, Đắk Nông Province, Vietnam",,12.02949885,107.86631183420059
157,Đắk Mil,Đắk Nông Province,,District,"Đắk Mil, Đắk Nông Province, Vietnam",,12.520194799999999,107.70551993894316
158,Đắk R'Lấp,Đắk Nông Province,,District,"Đắk R'Lấp, Đắk Nông Province, Vietnam",245.43 sq mi (635.67 km2),11.9174807,107.5027634
159,Đắk Song,Đắk Nông Province,,District,"Đắk Song, Đắk Nông Province, Vietnam",312 sq mi (808 km2),12.233691,107.61898977596637
160,Gia Nghĩa town,Đắk Nông Province,,District,"Gia Nghĩa town, Đắk Nông Province, Vietnam",286.64 km2(110.67 sq mi),,
161,Krông Nô,Đắk Nông Province,,District,"Krông Nô, Đắk Nông Province, Vietnam",315 sq mi (817 km2),12.4591102,107.8685825
162,Tuy Đức,Đắk Nông Province,,District,"Tuy Đức, Đắk Nông Province, Vietnam",,12.1340337,107.3922946903239
163,Điện Biên,Điện Biên Province,,District,"Điện Biên, Điện Biên Province, Vietnam","632.96 sq mi (1,639.35 km2)",21.25342765,102.9950032465006
164,Điện Biên Đông,Điện Biên Province,,District,"Điện Biên Đông, Điện Biên Province, Vietnam","466 sq mi (1,206 km2)",21.232574300000003,103.262793416875
165,Điện Biên Phủ city,Điện Biên Province,,District,"Điện Biên Phủ city, Điện Biên Province, Vietnam",64.27 km2(24.81 sq mi),21.3874893,103.0185
166,Mường Ảng,Điện Biên Province,,District,"Mường Ảng, Điện Biên Province, Vietnam",171.1 sq mi (443.2 km2),21.526797799999997,103.25949991631711
167,Mường Chà,Điện Biên Province,,District,"Mường Chà, Điện Biên Province, Vietnam","463.10 sq mi (1,199.42 km2)",21.82637845,103.14261110807509
168,Mường Lay town,Điện Biên Province,,District,"Mường Lay town, Điện Biên Province, Vietnam",114.035 km2(44.029 sq mi),,
169,Mường Nhé,Điện Biên Province,,District,"Mường Nhé, Điện Biên Province, Vietnam","607.62 sq mi (1,573.73 km2)",22.0289107,103.12890646670061
170,Nậm Pồ,Điện Biên Province,,District,"Nậm Pồ, Điện Biên Province, Vietnam","578.43 sq mi (1,498.12 km2)",21.88501385,102.80759165422444
171,Tủa Chùa,Điện Biên Province,,District,"Tủa Chùa, Điện Biên Province, Vietnam",262 sq mi (679 km2),21.9709478,103.37740596517153
172,Tuần Giáo,Điện Biên Province,,District,"Tuần Giáo, Điện Biên Province, Vietnam","438.72 sq mi (1,136.29 km2)",21.6456592,103.37118850377689
173,Biên Hòa city,Đồng Nai Province,,District,"Biên Hòa city, Đồng Nai Province, Vietnam","26,408 km2(10,196 sq mi)",10.9569454,106.8536492
174,Cẩm Mỹ,Đồng Nai Province,,District,"Cẩm Mỹ, Đồng Nai Province, Vietnam",,10.8264702,107.2494312
175,Định Quán,Đồng Nai Province,,District,"Định Quán, Đồng Nai Province, Vietnam",373 sq mi (967 km2),11.21122365,107.31397146094443
176,Long Khánh city,Đồng Nai Province,,District,"Long Khánh city, Đồng Nai Province, Vietnam",75 sq mi (195 km2),10.9335279,107.2416829
177,Long Thành,Đồng Nai Province,,District,"Long Thành, Đồng Nai Province, Vietnam",207 sq mi (535 km2),10.761181,107.01812739346201
178,Nhơn Trạch,Đồng Nai Province,,District,"Nhơn Trạch, Đồng Nai Province, Vietnam",166 sq mi (431 km2),10.682195799999999,106.8771041160569
179,Tân Phú,Đồng Nai Province,,District,"Tân Phú, Đồng Nai Province, Vietnam",16 km2(6 sq mi),11.3793693,107.4289436674946
180,Thống Nhất,Đồng Nai Province,,District,"Thống Nhất, Đồng Nai Province, Vietnam",95 sq mi (247 km2),10.978571500000001,107.16075024833148
181,Trảng Bom,Đồng Nai Province,,District,"Trảng Bom, Đồng Nai Province, Vietnam",126 sq mi (326 km2),10.983729499999999,107.01946211149841
182,Vĩnh Cữu,Đồng Nai Province,,District,"Vĩnh Cữu, Đồng Nai Province, Vietnam","433 sq mi (1,122 km2)",11.243215,107.0529632839256
183,Xuân Lộc,Đồng Nai Province,,District,"Xuân Lộc, Đồng Nai Province, Vietnam",,10.927833,107.43381204344364
184,Cao Lãnh city,Đồng Tháp Province,,District,"Cao Lãnh city, Đồng Tháp Province, Vietnam",107 km2(41 sq mi),10.459593850000001,105.61221888256959
185,Cao Lãnh,Đồng Tháp Province,,District,"Cao Lãnh, Đồng Tháp Province, Vietnam",190 sq mi (491 km2),10.480731500000001,105.71234731865285
186,Châu Thành,Đồng Tháp Province,,District,"Châu Thành, Đồng Tháp Province, Vietnam",131 sq mi (339 km2),10.2609177,105.8769083
